id,lang,sn,word_en,word,word2,note
506113,en,27,a+bhuja,ā+bhuja,ā+bhuja,[root]reflecting,7,1
506114,en,27,a+camu,ā+camu,ā+camu,[root]washing,6,1
506115,en,27,a+da,ā+dā,ā+dā,[root]taking,4,1
506116,en,27,a+gamu,ā+gamu,ā+gamu,[root]waiting,6,1
506117,en,27,a+rabha,ā+rabha,ā+rabha,[root]hurting; doing; striving,7,1
506118,en,27,abba,abba,abba,[root]going; hurting,4,1
506119,en,27,abbha,abbha,abbha,[root]going,5,1
506120,en,27,abhi,abhi,abhi,[root]making sound,4,1
506121,en,27,abi,abi,abi,[root]making sound,3,1
506122,en,27,acca,acca,acca,[root]venerating; honoring,4,1
506123,en,27,acca,acca,acca,[root]venerating; honoring,4,1
506124,en,27,achi,achi,achi,[root]stretching; extending,4,1
506125,en,27,adda,adda,adda,[root]going; begging,4,1
506126,en,27,adda,adda,adda,[root]hurting,4,1
506127,en,27,adda,aḍḍa,aḍḍa,[root]engaging in a lawsuit,4,1
506128,en,27,adi,adi,adi,[root]binding,3,1
506129,en,27,aga,aga,aga,[root]moving crookedly,3,1
506130,en,27,agga,agga,agga,[root]going crookedly,4,1
506131,en,27,agha,agha,agha,[root]doing evil,4,1
506132,en,27,agi,agi,agi,[root]going,3,1
506133,en,27,ahi,ahi,ahi,[root]going,3,1
506134,en,27,aja,aja,aja,[root]throwing; passing or spending time; going,3,1
506135,en,27,ajja,ajja,ajja,[root]procuring; acquiring,4,1
506136,en,27,ajja,ajja,ajja,[root]forming; making,4,1
506137,en,27,aka,aka,aka,[root]moving crookedly,3,1
506138,en,27,aki,aki,aki,[root]marking,3,1
506139,en,27,aki,aki,aki,[root]marking; mark,3,1
506140,en,27,akka,akka,akka,[root]praising,4,1
506141,en,27,akkha,akkha,akkha,[root]pervading; telling,5,1
506142,en,27,ala,ala,ala,[root]ornamenting; decorating,3,1
506143,en,27,ala,aḷa,aḷa,[root]rising; going up,3,1
506144,en,27,ama,ama,ama,[root]going,3,1
506145,en,27,ama,ama,ama,[root]ailing; illness,3,1
506146,en,27,amsa,aṃsa,aṃsa,[root]accumulating; collecting,4,1
506147,en,27,ana,ana,ana,[root]breathing,3,1
506148,en,27,ana,aṇa,aṇa,[root]making sound,3,1
506149,en,27,anca,añca,añca,[root]going to loss,4,1
506150,en,27,ancu,añcu,añcu,[root]going; venerating; honoring,4,1
506151,en,27,ancu,añcu,añcu,[root]distinguishing,4,1
506152,en,27,andha,andha,andha,[root]removing of sight; destruction of sight,5,1
506153,en,27,antara+dha,antara+dhā,antara+dhā,[root]not seeing; disappearance,10,1
506154,en,27,anu+rudha,anu+rudha,anu+rudha,[root]desire; wish,9,1
506155,en,27,anu+vi+dha,anu+vi+dhā,anu+vi+dhā,[root]imitating,10,1
506156,en,27,apa,apa,apa,[root]reaching,3,1
506157,en,27,apa,āpa,āpa,[root]pervading,3,1
506158,en,27,appa,appa,appa,[root]reaching,4,1
506159,en,27,apu,āpu,āpu,[root]hanging,3,1
506160,en,27,ara,ara,ara,[root]going,3,1
506161,en,27,araha,araha,araha,[root]venerating; honoring,5,1
506162,en,27,araha,araha,araha,[root]venerating; honoring,5,1
506163,en,27,asa,asa,asa,[root]going; shining; taking; seizing; grasping,3,1
506164,en,27,asa,asa,asa,[root]being; existing,3,1
506165,en,27,asa,asa,asa,[root]eating,3,1
506166,en,27,asa,āsa,āsa,[root]sitting,3,1
506167,en,27,asisi,āsisi,āsisi,[root]wishing; desiring,5,1
506168,en,27,asu,asu,asu,[root]throwing,3,1
506169,en,27,asu,asu,asu,[root]pervading,3,1
506170,en,27,ata,ata,ata,[root]going,3,1
506171,en,27,ata,aṭa,aṭa,[root]going,3,1
506172,en,27,athi,aṭhi,aṭhi,[root]going,4,1
506173,en,27,ati,ati,ati,[root]binding,3,1
506174,en,27,atta,aṭṭa,aṭṭa,[root]disrespect,4,1
506175,en,27,attha,attha,attha,[root]begging,5,1
506176,en,27,ava,ava,ava,[root]protecting,3,1
506177,en,27,aya,aya,aya,[root]going,3,1
506178,en,27,bada,bada,bada,[root]firmness,4,1
506179,en,27,baddha,baddha,baddha,[root]binding,6,1
506180,en,27,badha,badha,badha,[root]binding,5,1
506181,en,27,badha,bādha,bādha,[root]stirring,5,1
506182,en,27,bahi,bahi,bahi,[root]increasing; growing,4,1
506183,en,27,bahi,bahi,bahi,[root]increasing; growing; making sound,4,1
506184,en,27,bala,bala,bala,[root]breathing; living,4,1
506185,en,27,bandha,bandha,bandha,[root]binding,6,1
506186,en,27,belu,belu,belu,[root]going,4,1
506187,en,27,bha,bhā,bhā,[root]shining,3,1
506188,en,27,bhabba,bhabba,bhabba,[root]hurting,6,1
506189,en,27,bhadi,bhadi,bhadi,[root]goodness,5,1
506190,en,27,bhadi,bhaḍi,bhaḍi,[root]goodness,5,1
